Angles	Fields	Field before	Fields after	Frequency	Magnitude	Phase	Real	Imaginary
8.40000000E+1	7.00000000E-3	8.82832599E-3	8.84556994E-3	2.43025920E+9	-8.43320975E+1	-2.78262986E+0	-5.68581055E-5	-2.13342505E-5
8.40000000E+1	7.50000000E-3	9.32392439E-3	9.34493605E-3	2.43025920E+9	-8.43359682E+1	-2.77799431E+0	-5.67333108E-5	-2.15879663E-5
8.40000000E+1	8.00000000E-3	9.80500985E-3	9.82951647E-3	2.43025920E+9	-8.43600042E+1	-2.78204915E+0	-5.66633613E-5	-2.12987243E-5
8.40000000E+1	8.50000000E-3	1.03086088E-2	1.03256752E-2	2.43025920E+9	-8.43797065E+1	-2.78275300E+0	-5.65499201E-5	-2.12106700E-5
8.40000000E+1	9.00000000E-3	1.07950354E-2	1.08215329E-2	2.43025920E+9	-8.43099374E+1	-2.78061929E+0	-5.69602324E-5	-2.15033155E-5
8.40000000E+1	9.50000000E-3	1.12932912E-2	1.13121614E-2	2.43025920E+9	-8.43093331E+1	-2.77759113E+0	-5.68988140E-5	-2.16772093E-5
8.40000000E+1	1.00000000E-2	1.17938408E-2	1.18100747E-2	2.43025920E+9	-8.43727690E+1	-2.78131451E+0	-5.65645113E-5	-2.13090070E-5
8.40000000E+1	1.05000000E-2	1.22808680E-2	1.23001426E-2	2.43025920E+9	-8.43412064E+1	-2.78222035E+0	-5.67897774E-5	-2.13351469E-5
8.40000000E+1	1.10000000E-2	1.27742713E-2	1.27958140E-2	2.43025920E+9	-8.43470942E+1	-2.77478463E+0	-5.65911930E-5	-2.17420829E-5
8.40000000E+1	1.15000000E-2	1.32715923E-2	1.32913188E-2	2.43025920E+9	-8.43416171E+1	-2.78201536E+0	-5.67827174E-5	-2.13457781E-5
8.40000000E+1	1.20000000E-2	1.37641487E-2	1.37857371E-2	2.43025920E+9	-8.43555477E+1	-2.77930076E+0	-5.66336602E-5	-2.14653874E-5
8.40000000E+1	1.25000000E-2	1.42660096E-2	1.42826491E-2	2.43025920E+9	-8.43231792E+1	-2.78002181E+0	-5.68606236E-5	-2.15045348E-5
8.40000000E+1	1.30000000E-2	1.47596858E-2	1.47780183E-2	2.43025920E+9	-8.43707272E+1	-2.78177858E+0	-5.65876944E-5	-2.12877584E-5
8.40000000E+1	1.35000000E-2	1.52539157E-2	1.52751544E-2	2.43025920E+9	-8.43821541E+1	-2.77659690E+0	-5.64023789E-5	-2.15523185E-5
8.40000000E+1	1.40000000E-2	1.57527663E-2	1.57718427E-2	2.43025920E+9	-8.43555062E+1	-2.77722798E+0	-5.65893161E-5	-2.15828337E-5
8.40000000E+1	1.45000000E-2	1.62483639E-2	1.62651199E-2	2.43025920E+9	-8.43427954E+1	-2.77505020E+0	-5.66249828E-5	-2.17378091E-5
8.40000000E+1	1.50000000E-2	1.67453154E-2	1.67662211E-2	2.43025920E+9	-8.43609922E+1	-2.78049037E+0	-5.66236515E-5	-2.13845915E-5
8.40000000E+1	1.55000000E-2	1.72493617E-2	1.72636078E-2	2.43025920E+9	-8.43328746E+1	-2.77345106E+0	-5.66548209E-5	-2.18532782E-5
8.40000000E+1	1.60000000E-2	1.77363564E-2	1.77568137E-2	2.43025920E+9	-8.43614772E+1	-2.77296882E+0	-5.64580533E-5	-2.18086630E-5
8.40000000E+1	1.65000000E-2	1.82313576E-2	1.82510276E-2	2.43025920E+9	-8.43607702E+1	-2.77589538E+0	-5.65262368E-5	-2.16451033E-5
8.40000000E+1	1.70000000E-2	1.87373849E-2	1.87519888E-2	2.43025920E+9	-8.43352229E+1	-2.77149670E+0	-5.65967006E-5	-2.19580233E-5
8.40000000E+1	1.75000000E-2	1.92263959E-2	1.92464697E-2	2.43025920E+9	-8.43152418E+1	-2.77422891E+0	-5.67869664E-5	-2.18535215E-5
8.40000000E+1	1.80000000E-2	1.97325434E-2	1.97472780E-2	2.43025920E+9	-8.43622285E+1	-2.77349102E+0	-5.64645499E-5	-2.17772935E-5
8.40000000E+1	1.85000000E-2	2.02237785E-2	2.02441632E-2	2.43025920E+9	-8.43443421E+1	-2.76633931E+0	-5.64234327E-5	-2.22262733E-5
8.40000000E+1	1.90000000E-2	2.07209674E-2	2.07392987E-2	2.43025920E+9	-8.43512095E+1	-2.77532031E+0	-5.65760198E-5	-2.17014801E-5
8.40000000E+1	1.95000000E-2	2.12241372E-2	2.12378549E-2	2.43025920E+9	-8.43396940E+1	-2.77043264E+0	-5.65441900E-5	-2.20069022E-5
8.40000000E+1	2.00000000E-2	2.17152833E-2	2.17352604E-2	2.43025920E+9	-8.43448078E+1	-2.76804403E+0	-5.64582134E-5	-2.21288688E-5
8.40000000E+1	2.05000000E-2	2.22181140E-2	2.22326863E-2	2.43025920E+9	-8.43645525E+1	-2.76657076E+0	-5.62974295E-5	-2.21615878E-5
8.40000000E+1	2.10000000E-2	2.27067430E-2	2.27274848E-2	2.43025920E+9	-8.43460850E+1	-2.76380498E+0	-5.63556136E-5	-2.23647095E-5
8.40000000E+1	2.15000000E-2	2.32020863E-2	2.32215086E-2	2.43025920E+9	-8.43740849E+1	-2.75536647E+0	-5.59841221E-5	-2.27659583E-5
8.40000000E+1	2.20000000E-2	2.37003999E-2	2.37186044E-2	2.43025920E+9	-8.43183133E+1	-2.75434321E+0	-5.63212750E-5	-2.29702506E-5
8.40000000E+1	2.25000000E-2	2.42003776E-2	2.42140300E-2	2.43025920E+9	-8.43169195E+1	-2.75152932E+0	-5.62654439E-5	-2.31323531E-5
8.40000000E+1	2.30000000E-2	2.46908990E-2	2.47142619E-2	2.43025920E+9	-8.42622876E+1	-2.74696563E+0	-5.65136294E-5	-2.35364627E-5
8.40000000E+1	2.35000000E-2	2.51953361E-2	2.52097010E-2	2.43025920E+9	-8.43005841E+1	-2.73128114E+0	-5.58905682E-5	-2.43124876E-5
8.40000000E+1	2.40000000E-2	2.56872244E-2	2.57073942E-2	2.43025920E+9	-8.43054972E+1	-2.70589323E+0	-5.52241339E-5	-2.57088985E-5
8.40000000E+1	2.45000000E-2	2.61885285E-2	2.62024759E-2	2.43025920E+9	-8.45093159E+1	-2.67916872E+0	-5.32530529E-5	-2.65451207E-5
8.40000000E+1	2.50000000E-2	2.66795104E-2	2.67003556E-2	2.43025920E+9	-8.49170080E+1	-2.65171210E+0	-5.00967691E-5	-2.67133371E-5
8.40000000E+1	2.55000000E-2	2.71835296E-2	2.71987069E-2	2.43025920E+9	-8.55918205E+1	-2.66083195E+0	-4.65755462E-5	-2.42927853E-5
8.40000000E+1	2.60000000E-2	2.76717656E-2	2.76919049E-2	2.43025920E+9	-8.61707941E+1	-2.72624350E+0	-4.49644986E-5	-1.98296012E-5
8.40000000E+1	2.65000000E-2	2.81730309E-2	2.81885104E-2	2.43025920E+9	-8.62122162E+1	-2.83333127E+0	-4.66035962E-5	-1.48391237E-5
8.40000000E+1	2.70000000E-2	2.86684850E-2	2.86831880E-2	2.43025920E+9	-8.56395197E+1	-2.92732154E+0	-5.10478074E-5	-1.11085997E-5
8.40000000E+1	2.75000000E-2	2.91643622E-2	2.91810893E-2	2.43025920E+9	-8.47702371E+1	-2.93435959E+0	-5.65060716E-5	-1.18804866E-5
8.40000000E+1	2.80000000E-2	2.96599891E-2	2.96761525E-2	2.43025920E+9	-8.42450744E+1	-2.90111665E+0	-5.95752683E-5	-1.46091229E-5
8.40000000E+1	2.85000000E-2	3.01493463E-2	3.01702985E-2	2.43025920E+9	-8.41601878E+1	-2.85186687E+0	-5.93611330E-5	-1.76963953E-5
8.40000000E+1	2.90000000E-2	3.06453524E-2	3.06657442E-2	2.43025920E+9	-8.43026430E+1	-2.82556138E+0	-5.79174153E-5	-1.89384504E-5
8.40000000E+1	2.95000000E-2	3.11522960E-2	3.11648650E-2	2.43025920E+9	-8.44347140E+1	-2.82191047E+0	-5.69749498E-5	-1.88608008E-5
8.40000000E+1	3.00000000E-2	3.16398496E-2	3.16645670E-2	2.43025920E+9	-8.44037362E+1	-2.83466953E+0	-5.74153562E-5	-1.81971223E-5
8.40000000E+1	3.05000000E-2	3.21480987E-2	3.21605910E-2	2.43025920E+9	-8.43814525E+1	-2.83012232E+0	-5.74792914E-5	-1.85054276E-5
8.40000000E+1	3.10000000E-2	3.26376713E-2	3.26547161E-2	2.43025920E+9	-8.43190857E+1	-2.82674261E+0	-5.78301671E-5	-1.88343355E-5
8.40000000E+1	3.15000000E-2	3.31255975E-2	3.31488848E-2	2.43025920E+9	-8.43460765E+1	-2.81930585E+0	-5.75095186E-5	-1.92041118E-5
8.40000000E+1	3.20000000E-2	3.36234176E-2	3.36351174E-2	2.43025920E+9	-8.43373227E+1	-2.81243138E+0	-5.74339961E-5	-1.96187644E-5
8.40000000E+1	3.25000000E-2	3.41047402E-2	3.41288382E-2	2.43025920E+9	-8.43441333E+1	-2.81079829E+0	-5.73568896E-5	-1.96970827E-5
8.40000000E+1	3.30000000E-2	3.46100715E-2	3.46250162E-2	2.43025920E+9	-8.43390156E+1	-2.81354818E+0	-5.74446735E-5	-1.95507989E-5
8.40000000E+1	3.35000000E-2	3.51030556E-2	3.51198500E-2	2.43025920E+9	-8.43019272E+1	-2.81894556E+0	-5.77956184E-5	-1.93227969E-5
8.40000000E+1	3.40000000E-2	3.55890707E-2	3.56107351E-2	2.43025920E+9	-8.43168618E+1	-2.80848275E+0	-5.74913518E-5	-1.98922004E-5
8.40000000E+1	3.45000000E-2	3.60904739E-2	3.61070226E-2	2.43025920E+9	-8.43478365E+1	-2.80789352E+0	-5.72750080E-5	-1.98551407E-5
8.40000000E+1	3.50000000E-2	3.65864271E-2	3.66018993E-2	2.43025920E+9	-8.43295243E+1	-2.80613923E+0	-5.73608929E-5	-1.99977033E-5
8.40000000E+1	3.55000000E-2	3.70803860E-2	3.70942362E-2	2.43025920E+9	-8.43251420E+1	-2.80885160E+0	-5.74438978E-5	-1.98520592E-5
8.40000000E+1	3.60000000E-2	3.75640872E-2	3.75877884E-2	2.43025920E+9	-8.43398594E+1	-2.80616183E+0	-5.72931328E-5	-1.99726277E-5
8.40000000E+1	3.65000000E-2	3.80620440E-2	3.80796638E-2	2.43025920E+9	-8.43368641E+1	-2.80898589E+0	-5.73690880E-5	-1.98175822E-5
8.40000000E+1	3.70000000E-2	3.85589866E-2	3.85755317E-2	2.43025920E+9	-8.43644263E+1	-2.80471290E+0	-5.71023983E-5	-1.99989760E-5
8.40000000E+1	3.75000000E-2	3.90455249E-2	3.90634228E-2	2.43025920E+9	-8.43393406E+1	-2.80260964E+0	-5.72252429E-5	-2.01772225E-5
8.40000000E+1	3.80000000E-2	3.95384708E-2	3.95552311E-2	2.43025920E+9	-8.43513554E+1	-2.80467484E+0	-5.71876306E-5	-2.00312706E-5
8.40000000E+1	3.85000000E-2	4.00313227E-2	4.00465306E-2	2.43025920E+9	-8.43433258E+1	-2.79959002E+0	-5.71378330E-5	-2.03405945E-5
8.40000000E+1	3.90000000E-2	4.05247755E-2	4.05415307E-2	2.43025920E+9	-8.43516338E+1	-2.79333345E+0	-5.69549498E-5	-2.06778929E-5
8.40000000E+1	3.95000000E-2	4.10262450E-2	4.10386351E-2	2.43025920E+9	-8.43223583E+1	-2.80015905E+0	-5.72875215E-5	-2.03571600E-5
8.40000000E+1	4.00000000E-2	4.15047243E-2	4.15245248E-2	2.43025920E+9	-8.42987329E+1	-2.79761264E+0	-5.73913893E-5	-2.05588153E-5
8.40000000E+1	4.05000000E-2	4.20047595E-2	4.20208249E-2	2.43025920E+9	-8.43509998E+1	-2.80222406E+0	-5.71407063E-5	-2.01721905E-5
8.40000000E+1	4.10000000E-2	4.24902256E-2	4.25077604E-2	2.43025920E+9	-8.43223921E+1	-2.80474807E+0	-5.73801139E-5	-2.00939750E-5
8.40000000E+1	4.15000000E-2	4.29885929E-2	4.30055150E-2	2.43025920E+9	-8.42883572E+1	-2.79440575E+0	-5.73936830E-5	-2.07675501E-5
8.40000000E+1	4.20000000E-2	4.34783609E-2	4.34959482E-2	2.43025920E+9	-8.43436944E+1	-2.80493383E+0	-5.72432834E-5	-2.00341214E-5
8.40000000E+1	4.25000000E-2	4.39666894E-2	4.39830613E-2	2.43025920E+9	-8.43170814E+1	-2.80149000E+0	-5.73493957E-5	-2.02932199E-5
8.40000000E+1	4.30000000E-2	4.44562048E-2	4.44761408E-2	2.43025920E+9	-8.42599362E+1	-2.80253069E+0	-5.77491732E-5	-2.03670832E-5
8.40000000E+1	4.35000000E-2	4.49491257E-2	4.49643504E-2	2.43025920E+9	-8.43199446E+1	-2.79773697E+0	-5.72539550E-5	-2.05015518E-5
8.40000000E+1	4.40000000E-2	4.54425737E-2	4.54591442E-2	2.43025920E+9	-8.43539132E+1	-2.80136684E+0	-5.71042365E-5	-2.02143840E-5
8.40000000E+1	4.45000000E-2	4.59265735E-2	4.59496589E-2	2.43025920E+9	-8.43192466E+1	-2.79837988E+0	-5.72717257E-5	-2.04663830E-5
8.40000000E+1	4.50000000E-2	4.64295981E-2	4.64437251E-2	2.43025920E+9	-8.42866698E+1	-2.79309414E+0	-5.73775406E-5	-2.08468596E-5
8.40000000E+1	4.55000000E-2	4.69147288E-2	4.69346490E-2	2.43025920E+9	-8.42818774E+1	-2.79905613E+0	-5.75325431E-5	-2.05157231E-5
8.40000000E+1	4.60000000E-2	4.74070253E-2	4.74256892E-2	2.43025920E+9	-8.43138314E+1	-2.79898162E+0	-5.73197556E-5	-2.04446585E-5
8.40000000E+1	4.65000000E-2	4.79029025E-2	4.79170751E-2	2.43025920E+9	-8.43062466E+1	-2.79718358E+0	-5.73329459E-5	-2.05656393E-5
8.40000000E+1	4.70000000E-2	4.83893279E-2	4.84092192E-2	2.43025920E+9	-8.42729701E+1	-2.80161305E+0	-5.76438949E-5	-2.03894486E-5
8.40000000E+1	4.75000000E-2	4.88779876E-2	4.88964783E-2	2.43025920E+9	-8.42987217E+1	-2.79979785E+0	-5.74362515E-5	-2.04333803E-5
8.40000000E+1	4.80000000E-2	4.93766253E-2	4.93892020E-2	2.43025920E+9	-8.43392530E+1	-2.79464298E+0	-5.70632586E-5	-2.06326793E-5
8.40000000E+1	4.85000000E-2	4.98570973E-2	4.98770778E-2	2.43025920E+9	-8.43213204E+1	-2.79278536E+0	-5.71426862E-5	-2.07815064E-5
8.40000000E+1	4.90000000E-2	5.03460743E-2	5.03673207E-2	2.43025920E+9	-8.43348916E+1	-2.79361762E+0	-5.70707226E-5	-2.07015713E-5
8.40000000E+1	4.95000000E-2	5.08460281E-2	5.08606825E-2	2.43025920E+9	-8.43295989E+1	-2.79914333E+0	-5.72190967E-5	-2.03983265E-5
8.40000000E+1	5.00000000E-2	5.13240296E-2	5.13466862E-2	2.43025920E+9	-8.42857242E+1	-2.80253237E+0	-5.75780074E-5	-2.03066072E-5
8.40000000E+1	5.50000000E-2	5.61731707E-2	5.62716577E-2	2.43025920E+9	-8.43172968E+1	-2.79769793E+0	-5.72706099E-5	-2.05100381E-5
8.40000000E+1	6.00000000E-2	6.09981872E-2	6.11666904E-2	2.43025920E+9	-8.42633972E+1	-2.79253293E+0	-5.75197413E-5	-2.09350746E-5
8.60000000E+1	-6.00000000E-2	-5.51048179E-2	-5.62906644E-2	2.43025920E+9	-8.43385896E+1	-2.79123797E+0	-5.69970267E-5	-2.08284513E-5
8.60000000E+1	-5.50000000E-2	-5.20587338E-2	-5.20768955E-2	2.43025920E+9	-8.42964748E+1	-2.79589767E+0	-5.73709601E-5	-2.06625803E-5
8.60000000E+1	-5.00000000E-2	-4.73482254E-2	-4.72647186E-2	2.43025920E+9	-8.43014688E+1	-2.79453645E+0	-5.73098207E-5	-2.07287341E-5
8.60000000E+1	-4.95000000E-2	-4.67977842E-2	-4.67813234E-2	2.43025920E+9	-8.43442695E+1	-2.79039645E+0	-5.69422314E-5	-2.08627612E-5
8.60000000E+1	-4.90000000E-2	-4.63209901E-2	-4.62979147E-2	2.43025920E+9	-8.43134727E+1	-2.79767973E+0	-5.72954569E-5	-2.05201127E-5
8.60000000E+1	-4.85000000E-2	-4.58300791E-2	-4.58165775E-2	2.43025920E+9	-8.43117114E+1	-2.79561483E+0	-5.72645734E-5	-2.06425636E-5
8.60000000E+1	-4.80000000E-2	-4.53528619E-2	-4.53345082E-2	2.43025920E+9	-8.42894497E+1	-2.79182882E+0	-5.73327639E-5	-2.09127499E-5
8.60000000E+1	-4.75000000E-2	-4.48691606E-2	-4.48536025E-2	2.43025920E+9	-8.43161831E+1	-2.79218377E+0	-5.71639732E-5	-2.08281944E-5
8.60000000E+1	-4.70000000E-2	-4.43797485E-2	-4.43624757E-2	2.43025920E+9	-8.42735421E+1	-2.79686580E+0	-5.75426622E-5	-2.06615070E-5
8.60000000E+1	-4.65000000E-2	-4.38961417E-2	-4.38796472E-2	2.43025920E+9	-8.43033307E+1	-2.79046845E+0	-5.72127568E-5	-2.09572051E-5
8.60000000E+1	-4.60000000E-2	-4.34021432E-2	-4.33895921E-2	2.43025920E+9	-8.43155501E+1	-2.79090528E+0	-5.71414620E-5	-2.09027843E-5
8.60000000E+1	-4.55000000E-2	-4.29209945E-2	-4.29057449E-2	2.43025920E+9	-8.42782082E+1	-2.79305263E+0	-5.74325972E-5	-2.08695621E-5
8.60000000E+1	-4.50000000E-2	-4.24348181E-2	-4.24180551E-2	2.43025920E+9	-8.43175384E+1	-2.79312671E+0	-5.71746657E-5	-2.07710414E-5
8.60000000E+1	-4.45000000E-2	-4.19428877E-2	-4.19270882E-2	2.43025920E+9	-8.43294954E+1	-2.79064530E+0	-5.70443669E-5	-2.08840825E-5
8.60000000E+1	-4.40000000E-2	-4.14576023E-2	-4.14387277E-2	2.43025920E+9	-8.42734562E+1	-2.78675822E+0	-5.73314556E-5	-2.12422689E-5
8.60000000E+1	-4.35000000E-2	-4.09675307E-2	-4.09505030E-2	2.43025920E+9	-8.43566068E+1	-2.79482676E+0	-5.69531475E-5	-2.05810317E-5
8.60000000E+1	-4.30000000E-2	-4.04802248E-2	-4.04645567E-2	2.43025920E+9	-8.43194214E+1	-2.79457584E+0	-5.71923058E-5	-2.06836818E-5
8.60000000E+1	-4.25000000E-2	-3.99941785E-2	-3.99791143E-2	2.43025920E+9	-8.43573194E+1	-2.78596303E+0	-5.67638310E-5	-2.10833044E-5
8.60000000E+1	-4.20000000E-2	-3.95081060E-2	-3.94906486E-2	2.43025920E+9	-8.43050346E+1	-2.79036348E+0	-5.71993347E-5	-2.09590989E-5
8.60000000E+1	-4.15000000E-2	-3.90098354E-2	-3.89968293E-2	2.43025920E+9	-8.43232430E+1	-2.79199145E+0	-5.71135261E-5	-2.08222567E-5
8.60000000E+1	-4.10000000E-2	-3.85307574E-2	-3.85125936E-2	2.43025920E+9	-8.43244940E+1	-2.78777949E+0	-5.70171045E-5	-2.10595977E-5
8.60000000E+1	-4.05000000E-2	-3.80408547E-2	-3.80189216E-2	2.43025920E+9	-8.43172960E+1	-2.79024472E+0	-5.71161609E-5	-2.09363163E-5
8.60000000E+1	-4.00000000E-2	-3.75495231E-2	-3.75337047E-2	2.43025920E+9	-8.43111860E+1	-2.78869297E+0	-5.71237725E-5	-2.10397162E-5
8.60000000E+1	-3.95000000E-2	-3.70500237E-2	-3.70379940E-2	2.43025920E+9	-8.43545040E+1	-2.79561336E+0	-5.69831129E-5	-2.05411983E-5
8.60000000E+1	-3.90000000E-2	-3.65689350E-2	-3.65529141E-2	2.43025920E+9	-8.42932510E+1	-2.78897768E+0	-5.72478467E-5	-2.10669067E-5
8.60000000E+1	-3.85000000E-2	-3.60813934E-2	-3.60632045E-2	2.43025920E+9	-8.43229789E+1	-2.79098276E+0	-5.70942298E-5	-2.08804907E-5
8.60000000E+1	-3.80000000E-2	-3.55898989E-2	-3.55734672E-2	2.43025920E+9	-8.43295863E+1	-2.79240229E+0	-5.70803750E-5	-2.07836066E-5
8.60000000E+1	-3.75000000E-2	-3.51011402E-2	-3.50825131E-2	2.43025920E+9	-8.43070410E+1	-2.79682927E+0	-5.73204132E-5	-2.05840694E-5
8.60000000E+1	-3.70000000E-2	-3.46102406E-2	-3.45982742E-2	2.43025920E+9	-8.43204132E+1	-2.79257142E+0	-5.71442068E-5	-2.07959033E-5
8.60000000E+1	-3.65000000E-2	-3.41253396E-2	-3.41061988E-2	2.43025920E+9	-8.43661739E+1	-2.79239281E+0	-5.68402442E-5	-2.06967824E-5
8.60000000E+1	-3.60000000E-2	-3.36327136E-2	-3.36139398E-2	2.43025920E+9	-8.43179965E+1	-2.78876586E+0	-5.70805327E-5	-2.10190652E-5
8.60000000E+1	-3.55000000E-2	-3.31340045E-2	-3.31222709E-2	2.43025920E+9	-8.43335033E+1	-2.78932801E+0	-5.69905044E-5	-2.09495393E-5
8.60000000E+1	-3.50000000E-2	-3.26604258E-2	-3.26368845E-2	2.43025920E+9	-8.43404405E+1	-2.79243089E+0	-5.70096829E-5	-2.07560204E-5
8.60000000E+1	-3.45000000E-2	-3.21592521E-2	-3.21449208E-2	2.43025920E+9	-8.42990384E+1	-2.79657142E+0	-5.73679342E-5	-2.06178359E-5
8.60000000E+1	-3.40000000E-2	-3.16735349E-2	-3.16539517E-2	2.43025920E+9	-8.43368670E+1	-2.79644388E+0	-5.71160115E-5	-2.05355213E-5
8.60000000E+1	-3.35000000E-2	-3.11776017E-2	-3.11621007E-2	2.43025920E+9	-8.43322593E+1	-2.78860547E+0	-5.69835133E-5	-2.09937187E-5
8.60000000E+1	-3.30000000E-2	-3.06852685E-2	-3.06708276E-2	2.43025920E+9	-8.43421122E+1	-2.78848203E+0	-5.69163210E-5	-2.09769433E-5
8.60000000E+1	-3.25000000E-2	-3.02001786E-2	-3.01804583E-2	2.43025920E+9	-8.43270162E+1	-2.79204070E+0	-5.70897461E-5	-2.08104015E-5
8.60000000E+1	-3.20000000E-2	-2.97179723E-2	-2.96948006E-2	2.43025920E+9	-8.43362389E+1	-2.79315377E+0	-5.70522636E-5	-2.07248262E-5
8.60000000E+1	-3.15000000E-2	-2.92126488E-2	-2.91987430E-2	2.43025920E+9	-8.43637090E+1	-2.79412809E+0	-5.68922159E-5	-2.06039642E-5
8.60000000E+1	-3.10000000E-2	-2.87308358E-2	-2.87111480E-2	2.43025920E+9	-8.43387379E+1	-2.78822666E+0	-5.69330754E-5	-2.09996341E-5
8.60000000E+1	-3.05000000E-2	-2.82330253E-2	-2.82188784E-2	2.43025920E+9	-8.43029211E+1	-2.79261281E+0	-5.72602655E-5	-2.08354553E-5
8.60000000E+1	-3.00000000E-2	-2.77416833E-2	-2.77216460E-2	2.43025920E+9	-8.43363018E+1	-2.79194898E+0	-5.70268399E-5	-2.07933970E-5
8.60000000E+1	-2.95000000E-2	-2.72478828E-2	-2.72326412E-2	2.43025920E+9	-8.44127265E+1	-2.79264236E+0	-5.65415556E-5	-2.05720445E-5
8.60000000E+1	-2.90000000E-2	-2.67596762E-2	-2.67388499E-2	2.43025920E+9	-8.43677900E+1	-2.78814791E+0	-5.67413184E-5	-2.09339814E-5
8.60000000E+1	-2.85000000E-2	-2.62639584E-2	-2.62481032E-2	2.43025920E+9	-8.43388788E+1	-2.79624598E+0	-5.70987196E-5	-2.05420658E-5
8.60000000E+1	-2.80000000E-2	-2.57745635E-2	-2.57567580E-2	2.43025920E+9	-8.43370945E+1	-2.78299496E+0	-5.68331851E-5	-2.13012318E-5
8.60000000E+1	-2.75000000E-2	-2.52837875E-2	-2.52677540E-2	2.43025920E+9	-8.43574133E+1	-2.79085786E+0	-5.68657353E-5	-2.08049784E-5
8.60000000E+1	-2.70000000E-2	-2.47904146E-2	-2.47776378E-2	2.43025920E+9	-8.43268778E+1	-2.80086193E+0	-5.72720085E-5	-2.03063204E-5
8.60000000E+1	-2.65000000E-2	-2.43059232E-2	-2.42889582E-2	2.43025920E+9	-8.42842658E+1	-2.79480721E+0	-5.74290604E-5	-2.07542807E-5
8.60000000E+1	-2.60000000E-2	-2.38159593E-2	-2.37959977E-2	2.43025920E+9	-8.43360613E+1	-2.78933323E+0	-5.69738321E-5	-2.09430731E-5
8.60000000E+1	-2.55000000E-2	-2.33184611E-2	-2.33004717E-2	2.43025920E+9	-8.43274658E+1	-2.79552512E+0	-5.71589524E-5	-2.06102841E-5
8.60000000E+1	-2.50000000E-2	-2.28262519E-2	-2.28096511E-2	2.43025920E+9	-8.43226529E+1	-2.78553075E+0	-5.69816798E-5	-2.11922524E-5
8.60000000E+1	-2.45000000E-2	-2.23364094E-2	-2.23203526E-2	2.43025920E+9	-8.43442153E+1	-2.79628675E+0	-5.70644868E-5	-2.05271223E-5
8.60000000E+1	-2.40000000E-2	-2.18419289E-2	-2.18276349E-2	2.43025920E+9	-8.43128300E+1	-2.78950923E+0	-5.71301131E-5	-2.09891082E-5
8.60000000E+1	-2.35000000E-2	-2.13556478E-2	-2.13349490E-2	2.43025920E+9	-8.43400870E+1	-2.78799311E+0	-5.69193280E-5	-2.10096667E-5
8.60000000E+1	-2.30000000E-2	-2.08603738E-2	-2.08410251E-2	2.43025920E+9	-8.43031431E+1	-2.78507883E+0	-5.71002086E-5	-2.12657138E-5
8.60000000E+1	-2.25000000E-2	-2.03653830E-2	-2.03482557E-2	2.43025920E+9	-8.43038378E+1	-2.78641143E+0	-5.71239272E-5	-2.11879083E-5
8.60000000E+1	-2.20000000E-2	-1.98747434E-2	-1.98579721E-2	2.43025920E+9	-8.43530584E+1	-2.78616504E+0	-5.67959442E-5	-2.10821769E-5
8.60000000E+1	-2.15000000E-2	-1.93831943E-2	-1.93654149E-2	2.43025920E+9	-8.43507156E+1	-2.79382687E+0	-5.69711679E-5	-2.06519705E-5
8.60000000E+1	-2.10000000E-2	-1.88945543E-2	-1.88743815E-2	2.43025920E+9	-8.43128686E+1	-2.79755256E+0	-5.72968316E-5	-2.05288268E-5
8.60000000E+1	-2.05000000E-2	-1.84002479E-2	-1.83809014E-2	2.43025920E+9	-8.43416861E+1	-2.79096493E+0	-5.69710239E-5	-2.08365833E-5
8.60000000E+1	-2.00000000E-2	-1.79049825E-2	-1.78910651E-2	2.43025920E+9	-8.43585553E+1	-2.79302192E+0	-5.69031432E-5	-2.06791501E-5
8.60000000E+1	-1.95000000E-2	-1.74180070E-2	-1.73974714E-2	2.43025920E+9	-8.43121884E+1	-2.78789968E+0	-5.71004739E-5	-2.10825918E-5
8.60000000E+1	-1.90000000E-2	-1.69183751E-2	-1.69022253E-2	2.43025920E+9	-8.43560323E+1	-2.79127810E+0	-5.68835162E-5	-2.07843837E-5
8.60000000E+1	-1.85000000E-2	-1.64260809E-2	-1.64093825E-2	2.43025920E+9	-8.43245561E+1	-2.79135629E+0	-5.70916576E-5	-2.08553757E-5
8.60000000E+1	-1.80000000E-2	-1.59349492E-2	-1.59149872E-2	2.43025920E+9	-8.43133048E+1	-2.78946114E+0	-5.71259812E-5	-2.09907083E-5
8.60000000E+1	-1.75000000E-2	-1.54413210E-2	-1.54234551E-2	2.43025920E+9	-8.43171512E+1	-2.78954929E+0	-5.71025387E-5	-2.09763811E-5
8.60000000E+1	-1.70000000E-2	-1.49431751E-2	-1.49289975E-2	2.43025920E+9	-8.43233021E+1	-2.78913585E+0	-5.70534448E-5	-2.09851222E-5
8.60000000E+1	-1.65000000E-2	-1.44513627E-2	-1.44352448E-2	2.43025920E+9	-8.43214022E+1	-2.79137597E+0	-5.71128020E-5	-2.08618256E-5
8.60000000E+1	-1.60000000E-2	-1.39680561E-2	-1.39461348E-2	2.43025920E+9	-8.43256914E+1	-2.79534824E+0	-5.71669831E-5	-2.06246070E-5
8.60000000E+1	-1.55000000E-2	-1.34668321E-2	-1.34495426E-2	2.43025920E+9	-8.43408642E+1	-2.78765035E+0	-5.69070312E-5	-2.10272937E-5
